iter	Logloss
111	0.5579648389
112	0.5578166621
113	0.5575761189
114	0.5572744706
115	0.5571159071
116	0.5568303248
117	0.5565982294
118	0.5562509807
119	0.5560187701
120	0.5557709268
121	0.5555036659
122	0.55529277
123	0.5549756406
124	0.5547645827
125	0.5545726996
126	0.5543296873
127	0.5540785544
128	0.5537429905
129	0.5534799965
130	0.5531696108
131	0.5528956958
132	0.5525601797
133	0.5523062518
134	0.5519953766
135	0.5516912048
136	0.5513866307
137	0.5511302255
138	0.5508937614
139	0.5506400521
140	0.5503460072
141	0.5500950452
142	0.5498573545
143	0.5496448468
144	0.5493603609
145	0.5490922878
146	0.5488744468
147	0.5486028222
148	0.5482846945
149	0.5480063912
150	0.5476800543
151	0.5473744192
152	0.5471579958
153	0.5468834233
154	0.5466629946
155	0.5464367256
156	0.5461158782
157	0.5458568955
158	0.5455385893
159	0.5452974922
160	0.5450520058
161	0.5447796287
162	0.5445401399
163	0.5442716723
164	0.5439512944
165	0.5437333367
166	0.543475034
167	0.5432879061
168	0.542989317
169	0.5426892996
170	0.5425088461
171	0.5422677212
172	0.5420037606
173	0.541707659
174	0.5414855731
175	0.5412251383
176	0.540996211
177	0.5407580306
178	0.5405630545
179	0.5403633611
180	0.5401437014
181	0.5398980438
182	0.5396148655
183	0.5393631078
184	0.5392001729
185	0.538975411
186	0.5387240278
187	0.5385251135
188	0.5383174833
189	0.5380529383
190	0.5378058142
191	0.5375932459
192	0.5373279431
193	0.5371493848
194	0.5369028069
195	0.5366565325
196	0.5364298099
197	0.5362170426
198	0.5359915197
199	0.5358017832
200	0.5355991518
201	0.535375592
202	0.5350916691
203	0.5349084861
204	0.5346715976
205	0.5344900733
206	0.5343398214
207	0.5340875977
208	0.5338405081
209	0.5335898663
210	0.5333699109
211	0.5331332151
212	0.5328731366
213	0.5326249402
214	0.5323946967
215	0.5321234093
216	0.5318606579
217	0.5316912037
218	0.5314680274
219	0.5312503772
220	0.5309610798
221	0.5307220975
222	0.5305004531
223	0.5303044071
224	0.5301459572
225	0.5299621034
226	0.5297801516
227	0.5295858223
228	0.5293474161
229	0.5291144396
230	0.5288905679
231	0.5286623806
232	0.5283943818
233	0.5282217568
234	0.5280063759
235	0.5278385159
236	0.527600912
237	0.5273800952
238	0.5271652939
239	0.5269990416
240	0.5267351312
241	0.5265228818
242	0.5262883422
243	0.5261406946
244	0.5258890469
245	0.5256481546
246	0.5254532312
247	0.5251707491
248	0.5249361978
249	0.5246702706
250	0.5244807364
251	0.5242939125
252	0.52411456
253	0.5238927001
254	0.5236934233
255	0.5234850142
256	0.5232999199
257	0.5231084959
258	0.5229075376
259	0.5227294906
260	0.5225329665
261	0.5223144629
262	0.5221519687
263	0.5219364427
264	0.521819931
265	0.5215743412
266	0.521397696
267	0.5211854016
268	0.5209884138
269	0.5207247083
270	0.5204878287
271	0.5202839013
272	0.5200457318
273	0.5198182699
274	0.5195686242
275	0.5193538364
276	0.519191377
277	0.5189795101
278	0.5187671515
279	0.5185778512
280	0.5183570169
281	0.5181577873
282	0.5180083877
283	0.5178110282
284	0.5176257707
285	0.517480792
286	0.5173281501
287	0.5170832865
288	0.516888967
289	0.5166293417
290	0.5164469215
291	0.5162548251
292	0.5160619294
293	0.5159200107
294	0.5157621326
295	0.5155480481
296	0.5153803507
297	0.5152268828
298	0.5150416047
299	0.5148334969
300	0.5146478995
301	0.5144300175
302	0.5142227257
303	0.5140384229
304	0.5138647433
305	0.5136610306
306	0.5134809163
307	0.5132334423
308	0.5130060297
309	0.5127764928
310	0.5125846078
311	0.5123955658
312	0.5121789541
313	0.511985918
314	0.5118546007
315	0.5116872256
316	0.5114625664
317	0.5112418134
318	0.5110275793
319	0.5108953832
320	0.5107244628
321	0.5105498241
322	0.5103531444
323	0.5101601222
324	0.5099253667
325	0.5097366151
326	0.5095541795
327	0.5093348095
328	0.5091092055
329	0.5089125225
330	0.5087370383
331	0.5085273036
332	0.5083525846
333	0.5081259085
334	0.5079405086
335	0.5077405823
336	0.5075380771
337	0.5073538897
338	0.5071681315
339	0.5069859654
340	0.5068368361
341	0.506698381
342	0.5065273448
343	0.5063643744
344	0.5061865327
345	0.5060088509
346	0.5057956924
347	0.5056221857
348	0.5054971865
349	0.5052806715
350	0.5051107828
351	0.5049281565
352	0.5047648527
353	0.504642033
354	0.5043989262
355	0.5042300337
356	0.50409067
357	0.5039202574
358	0.5036917041
359	0.5035167964
360	0.5033314472
361	0.5031108713
362	0.5028907229
363	0.5027433583
364	0.5025664511
365	0.5024600706
366	0.5022443945
367	0.5020631805
368	0.5018759201
369	0.5017118307
370	0.5015275979
371	0.5013502958
372	0.5012336086
373	0.5010891021
374	0.5008777853
375	0.5007312855
376	0.500559591
377	0.5003651891
378	0.5001832999
379	0.4999886475
380	0.4998600365
381	0.4997173153
382	0.4995651858
383	0.4994064886
384	0.4992403767
385	0.4990364003
386	0.4989093471
387	0.4987660768
388	0.4986156082
389	0.4984139694
390	0.498206474
391	0.498153317
392	0.4979669911
393	0.4977964333
394	0.4976289751
395	0.4974943469
396	0.4972916027
397	0.4970898335
398	0.4969040837
399	0.4967106626
400	0.4965613263
401	0.4963936299
402	0.4961838947
403	0.4959932573
404	0.4957924289
405	0.4956487122
406	0.4955160034
407	0.4953275587
408	0.4951586223
409	0.4949871196
410	0.4947971149
411	0.4946033849
412	0.4944424952
413	0.4942997341
414	0.494149495
415	0.4939443458
416	0.4938159678
417	0.4936548856
418	0.4934436417
419	0.4932844264
420	0.4931158264
421	0.4929094617
422	0.4927086742
423	0.4925372104
424	0.4923958309
425	0.4922153772
426	0.4920525179
427	0.4918990712
428	0.4917367919
429	0.4915802227
430	0.4913959602
431	0.491258886
432	0.4910361158
433	0.4908496261
434	0.4906378415
435	0.4904561089
436	0.4903395731
437	0.4901880453
438	0.4900441665
439	0.4898807875
440	0.4896978114
441	0.4895226018
442	0.4893179177
443	0.4891298507
444	0.4889804684
445	0.4887757507
446	0.488577523
447	0.4884144896
448	0.4882502002
449	0.4880704281
450	0.4878675058
451	0.4876772871
452	0.4875391359
453	0.4873423198
454	0.4871985424
455	0.4870538409
456	0.4868524835
457	0.4867390766
458	0.4865852267
459	0.4864213204
460	0.4862464493
461	0.4861049043
462	0.4859487459
463	0.485772901
464	0.4856217528
465	0.4854568403
466	0.4853162602
467	0.4851611564
468	0.4849772594
469	0.4847890181
470	0.4846030972
471	0.4844327342
472	0.4842813219
473	0.4841126192
474	0.4839487389
475	0.4837800792
476	0.4837150845
477	0.4835628119
478	0.4833845598
479	0.4832646446
480	0.4831271159
481	0.4829160063
482	0.4827793923
483	0.4826096682
484	0.4824102503
485	0.4822567045
486	0.4821005919
487	0.481991131
488	0.4818390794
489	0.4816566902
490	0.4815207392
491	0.4813156531
492	0.4810723257
493	0.4809032175
494	0.4807556926
495	0.480604215
496	0.4804689245
497	0.4803593582
498	0.480178721
499	0.4800529709
500	0.479922576
501	0.4797807002
502	0.4796465506
503	0.4795157013
504	0.4793185224
505	0.4791947135
506	0.4790174264
507	0.4788762705
508	0.4787323579
509	0.4785654778
510	0.4784525817
511	0.4783405367
512	0.4782049155
513	0.4780236717
514	0.477886881
515	0.4777251028
516	0.4775372277
517	0.4773472863
518	0.477193476
519	0.4770630524
520	0.4768695604
521	0.4767499828
522	0.4766230642
523	0.4764889606
524	0.476339021
525	0.47615518
526	0.4759849686
527	0.4758249483
528	0.4756951058
529	0.4755334308
530	0.475362843
531	0.4752200537
532	0.4750840486
533	0.4749232856
534	0.4747655141
535	0.4745894884
536	0.4744452237
537	0.474295723
538	0.4741568709
539	0.4739986905
540	0.4738157458
541	0.4736884729
542	0.4735621408
543	0.4734090162
544	0.4732615547
545	0.4730949002
546	0.4730074279
547	0.4728171933
548	0.4726830134
549	0.4725351015
550	0.4724047843
551	0.4722806006
552	0.4721269852
553	0.4720008019
554	0.4718685316
555	0.4717342463
556	0.4716008377
557	0.4714638237
558	0.4713043038
559	0.4711565395
560	0.4710616064
561	0.4708726732
562	0.4706888517
563	0.4705126531
564	0.470385276
565	0.4702399697
566	0.4700284662
567	0.4698641118
568	0.4697271001
569	0.4695896279
570	0.4694510714
571	0.4692790823
572	0.469070617
573	0.4689200886
574	0.4687839116
575	0.4686277661
576	0.4685177129
577	0.4683736647
578	0.4682363579
579	0.4680893402
580	0.467920733
581	0.4678136678
582	0.4676807829
583	0.4675852323
584	0.4674609333
585	0.4672960677
586	0.4671060553
587	0.4669296429
588	0.4667662169
589	0.4666071556
590	0.4664351832
591	0.4663174788
592	0.4661448823
593	0.4660208176
594	0.4659003503
595	0.4657665045
596	0.4656168829
597	0.465441451
598	0.4652949443
599	0.4651182689
600	0.4649447194
601	0.4647978151
602	0.4646672604
603	0.4645506948
604	0.4643889443
605	0.4642428212
606	0.4641052649
607	0.463977474
608	0.4638465091
609	0.4636667746
610	0.4635692543
611	0.4634302446
612	0.4633033359
613	0.4631759364
614	0.4630492422
615	0.462938085
616	0.4628140272
617	0.4626475638
618	0.4625010849
619	0.4623106631
620	0.4621544548
621	0.4620255773
622	0.4618722552
623	0.4616787788
624	0.4615179458
625	0.4613471412
626	0.4611956684
627	0.4610389227
628	0.4609274364
629	0.4607601911
630	0.4605923111
631	0.4604557777
632	0.4602904567
633	0.4601068651
634	0.4599390417
635	0.4598270995
636	0.4596542493
637	0.4594973215
638	0.4593395322
639	0.459227042
640	0.4590724082
641	0.4589175727
642	0.4587696232
643	0.4586140498
644	0.4584490627
645	0.4583124369
646	0.4581794753
647	0.4580781647
648	0.4579120961
649	0.4577653711
650	0.4576202659
651	0.457561691
652	0.4574375263
653	0.4573220071
654	0.4571726087
655	0.4570583356
656	0.4568917812
657	0.4567694661
658	0.4565890122
659	0.4564514047
660	0.4562892382
661	0.456129621
662	0.455994655
663	0.4558784445
664	0.4557926995
665	0.4556696166
666	0.4555711374
667	0.4553900146
668	0.4552379303
669	0.455112889
670	0.4549593386
671	0.454787414
672	0.4546457424
673	0.4544944448
674	0.4543485171
675	0.4541860913
676	0.454080887
677	0.4538843505
678	0.4537622018
679	0.4536353728
680	0.4534761173
681	0.4533173301
682	0.4531914872
683	0.453092422
684	0.4529629524
685	0.4528340712
686	0.4527029725
687	0.4525483588
688	0.452432608
689	0.4523221045
690	0.4521514097
691	0.4520061921
692	0.4518886497
693	0.4517785723
694	0.4516571272
695	0.4515303804
696	0.4513805187
697	0.4512627858
698	0.451114769
699	0.4509981435
700	0.4509201594
701	0.4507941821
702	0.4506515499
703	0.4504923234
704	0.4503930738
705	0.4502398359
706	0.450121701
707	0.4500205859
708	0.4498642928
709	0.4497225674
710	0.4496083415
711	0.4494853719
712	0.4493535442
713	0.4492544136
714	0.4491141602
715	0.4489633933
716	0.4488267594
717	0.4486898533
718	0.4485747781
719	0.4484517749
720	0.4482891646
721	0.4481666933
722	0.4479860835
723	0.4479050255
724	0.4477851769
725	0.4476132831
726	0.4474944927
727	0.4473458117
728	0.4472150221
729	0.4470795226
730	0.4469005675
731	0.4467536003
732	0.4466192175
733	0.4465155587
734	0.4463816943
735	0.4462597063
736	0.4461405295
737	0.4460099728
738	0.4458806294
739	0.4457100301
740	0.4455667677
741	0.4454432871
742	0.4452795609
743	0.4451373388
744	0.444977767
745	0.444835399
746	0.4447186864
747	0.4445970637
748	0.4444643694
749	0.4443304647
750	0.4441969707
751	0.444098313
752	0.4439718814
753	0.4438194034
754	0.4437002485
755	0.4435373613
756	0.4434027002
757	0.4433067089
758	0.4431773455
759	0.4430277787
760	0.442881421
761	0.4427236563
762	0.4425731782
763	0.4424102798
764	0.4422830003
765	0.44215308
766	0.4420547012
767	0.4419542293
768	0.4417965073
769	0.4416549351
770	0.4414568928
771	0.4412721428
772	0.4411521035
773	0.4410110423
774	0.4408952827
775	0.4407298583
776	0.4405266014
777	0.4403608799
778	0.4402316795
779	0.44011911
780	0.43999348
781	0.4398738243
782	0.4397516032
783	0.4396424508
784	0.4395138122
785	0.4393641915
786	0.4392545403
787	0.4391294321
788	0.439013508
789	0.4388938222
790	0.4387529482
791	0.4385822417
792	0.4384651369
793	0.4384001792
794	0.4382950496
795	0.4381729154
796	0.4379866824
797	0.4378346871
798	0.437759178
799	0.437601931
800	0.4374520925
801	0.4373293093
802	0.437216629
803	0.4371323955
804	0.4369815735
805	0.4367854323
806	0.4366487181
807	0.4365239944
808	0.4363964882
809	0.4363233101
810	0.43620237
811	0.4360538905
812	0.4359266281
813	0.435829842
814	0.4356936045
815	0.4356049032
816	0.4354645318
817	0.4353573734
818	0.435205445
819	0.4351368943
820	0.4350010415
821	0.4348922945
822	0.4347947615
823	0.4346836313
824	0.4345681598
825	0.4344730784
826	0.4343550441
827	0.4342440123
828	0.4341155706
829	0.433997951
830	0.4338660778
831	0.4337857249
832	0.4336525931
833	0.4335721338
834	0.4334503208
835	0.433331881
836	0.4332021916
837	0.4330736935
838	0.432911743
839	0.4328039994
840	0.4327064693
841	0.4325724862
842	0.4324175755
843	0.4322795889
844	0.4321489464
845	0.4320518595
846	0.4319180814
847	0.431779291
848	0.4316758083
849	0.4315690923
850	0.431465251
851	0.4312994194
852	0.4311622487
853	0.4310136094
854	0.4308630471
855	0.4307666984
856	0.4306146394
857	0.4305119684
858	0.4304012973
859	0.4302857422
860	0.4301798992
861	0.4300529329
862	0.4299293368
863	0.4297991697
864	0.4296567447
865	0.4294871235
866	0.4293446159
867	0.4292367908
868	0.4291090698
869	0.4289452994
870	0.4288284412
871	0.4287351275
872	0.4286078083
873	0.4284618743
874	0.4283207151
875	0.4282407283
876	0.4281549742
877	0.428056739
878	0.4279442231
879	0.4278343784
880	0.4276790449
881	0.427557411
882	0.4274328823
883	0.4273130496
884	0.4271967205
885	0.4270690889
886	0.4269233943
887	0.4268146573
888	0.4266892383
889	0.4265711014
890	0.4264689552
891	0.4263392163
892	0.4261961103
893	0.426119172
894	0.4259723965
895	0.425839831
896	0.4257580375
897	0.4256528075
898	0.4255112042
899	0.425395743
900	0.4252923632
901	0.4252028496
902	0.4250895669
903	0.4249273756
904	0.424806295
905	0.4246818677
906	0.4245623239
907	0.4244275053
908	0.4243045465
909	0.4241975148
910	0.4240689878
911	0.4239846646
912	0.423893191
913	0.423788611
914	0.42368263
915	0.4235459613
916	0.4234468928
917	0.4233091676
918	0.4232044447
919	0.4230723363
920	0.4229583003
921	0.422891787
922	0.4227941221
923	0.4226719289
924	0.4225765711
925	0.4224349412
926	0.4223037132
927	0.42215827
928	0.422021435
929	0.4219188088
930	0.4217910104
931	0.421681337
932	0.4215267463
933	0.4214017923
934	0.42129118
935	0.4211794051
936	0.4210402808
937	0.4209389158
938	0.4207834711
939	0.4206421263
940	0.4205410586
941	0.4204025464
942	0.420290151
943	0.4201751247
944	0.420001365
945	0.4198634529
946	0.4197512534
947	0.4196162257
948	0.4194727698
949	0.4193707741
950	0.419205933
951	0.4190551189
952	0.4189357318
953	0.4188348316
954	0.4188200995
955	0.4187196815
956	0.4185728157
957	0.4184587685
958	0.4183299853
959	0.4182231396
960	0.4181091875
961	0.4179435507
962	0.4178295151
963	0.4177018435
964	0.4175689636
965	0.4174611004
966	0.4173481198
967	0.4172381424
968	0.4171519927
969	0.4170450674
970	0.4169136899
971	0.4167574606
972	0.416621078
973	0.4164750012
974	0.4163297397
975	0.4161841775
976	0.4160388926
977	0.4158965868
978	0.4157601149
979	0.4156161309
980	0.4154831871
981	0.41533149
982	0.4151946239
983	0.4150941259
984	0.4149730984
985	0.4148260113
986	0.4147275414
987	0.4146196099
988	0.4145268782
989	0.4144007919
990	0.4142797763
991	0.4141747104
992	0.4140471679
993	0.4139446692
994	0.4138330899
995	0.4137468951
996	0.4136423757
997	0.4135226519
998	0.4134421702
999	0.4132991256
